btype;pol;pkg;vceo;ic;hfe;ft_hz;pwr_w;comment
2N5411;PNP;TO111;100;5;40-120;40M;30;undef
2N5411A;PNP;TO111;100;5;40-200;40M;30;undef
2N5414;NPN;TO39;50;2;20/100;250M;1;undef
2N5415;PNP;TO39;200;1;30-150;15M;10;undef
2N5416;PNP;TO39;300;1;30-150;15M;10;undef
2N5416-220M;PNP;TO220M;300;1;30-150;15M;10;undef
2N5427;NPN;TO66;80;7;50-120;30M;40;undef
2N5428;NPN;TO66;80;7;60-240;30M;40;undef
2N5429;NPN;TO66;80;7;30-120;30M;40;undef
2N5430;NPN;TO66;100;7;60-240;30M;40;undef
2N5466;NPN;TO39;400;3;15/60;2.5M;-;undef
2N5467;NPN;TO39;400;3;15/60;2.5M;-;undef
2N5468;NPN;TO66;400;3;15/60;2.5M;40;undef
2N5469;NPN;TO66;400;3;15/60;2.5M;40;undef
2N5477;NPN;TO59;80;7;30-120;30M;60;undef
2N5478;NPN;TO59;100;7;60-240;30M;60;undef
2N5479;NPN;TO59;100;7;30-120;30M;60;undef
2N5480;NPN;TO59;100;7;60-240;30M;60;undef
2N5498;NPN;TO3;130;15;Oct-50;1M;200;undef
2N5575;NPN;TO3;70;80;Oct-40;-;150;undef
2N5581;NPN;TO46;40;0.8;20min;250M;2;undef
2N5582;NPN;TO46;40;0.8;35min;250M;2;undef
2N5583;PNP;TO39;30;0.5;25/100;-;5;undef
2N5583LP;PNP;TO39LP;30;0.5;25/100;-;5;undef
2N5597;PNP;TO66;60;2;70-200;60M;20;undef
2N5598;NPN;TO66;60;2;70-200;60M;20;undef
2N5599;PNP;TO66;80;2;30-90;50M;20;undef
2N5600;PNP;TO66;80;2;30-90;50M;20;undef
2N5601;PNP;TO66;80;2;70-200;50M;20;undef
2N5602;NPN;TO66;80;2;70-200;50M;20;undef
2N5603;PNP;TO66;100;2;30-90;50M;20;undef
2N5604;NPN;TO66;100;2;30-90;50M;20;undef
2N5605;PNP;TO66;60;5;70-200;70M;25;undef
2N5606;NPN;TO66;60;5;70-200;70M;25;undef
2N5607;PNP;TO66;80;5;30-90;60M;25;undef
2N5608;NPN;TO66;80;5;30-90;60M;25;undef
2N5609;PNP;TO66;80;5;70-200;70M;25;undef
2N5610;NPN;TO66;80;5;70-200;70M;25;undef
2N5611;PNP;TO66;100;5;30-90;60M;25;undef
2N5611A;PNP;TO66;100;5;30-150;60M;25;undef
2N5612;NPN;TO66;100;5;30-90;60M;25;undef
2N5612A;NPN;TO66;100;5;30-150;60M;25;undef
2N5613;PNP;TO3;60;5;70-200;70M;50;undef
2N5614;NPN;TO3;60;5;70-200;70M;50;undef
2N5615;PNP;TO3;80;5;30-90;60M;50;undef
2N5616;NPN;TO3;80;5;30-90;60M;50;undef
2N5617;PNP;TO3;80;5;70-200;70M;50;undef
2N5618;NPN;TO3;80;5;70-200;70M;50;undef
2N5619;PNP;TO3;80;5;70-200;70M;50;undef
2N5620;NPN;TO3;100;5;30-90;60M;50;undef
2N5621;PNP;TO3;60;10;70-200;40M;100;undef
2N5622;NPN;TO3;60;10;70-200;40M;100;undef
2N5623;PNP;TO3;80;10;30-90;30M;100;undef
2N5627;PNP;TO3;100;10;30/90;30M;100;undef
2N5629;NPN;TO3;100;16;25/100;1M;200;undef
2N5630;NPN;TO3;120;16;20/80;1M;200;undef
2N5631;NPN;TO3;140;16;15-60;1M;200;undef
2N5632;NPN;TO3;100;10;25-Oct;1M;150;undef
2N5633;NPN;TO3;80;10;30-90;30M;100;undef
2N5634;NPN;TO3;140;10;15-60;1M;150;undef
2N5661;NPN;TO66;300;1;25/750;20M;20;undef
2N5662;NPN;TO39;200;1;40-120;20M;15;undef
2N5663;NPN;TO39;300;1;25-75;20M;15;undef
2N5664;NPN;TO66;200;3;40-120;20M;30;undef
2N5665;NPN;TO66;300;3;25-75;20M;30;undef
2N5666;NPN;TO39;200;3;40-120;20M;15;undef
2N5667;NPN;TO39;300;3;25-75;20M;15;undef
2N5671;NPN;TO3;90;30;20-100;50M;140;undef
2N5672;NPN;TO3;120;30;20-100;50M;140;undef
2N5675;PNP;TO39;100;2;50-150;50M;1;undef
2N5676;PNP;TO66;100;2;50-150;50M;2;undef
2N5679;PNP;TO39;100;1;40-150;30M;10;undef
2N5680;PNP;TO39;120;1;40-150;30M;10;undef
2N5681;NPN;TO39;100;1;40-150;30M;10;undef
2N5682;NPN;TO39;120;1;40-150;30M;10;undef
2N5683;PNP;TO3;60;50;15-60;2M;300;undef
2N5684;NPN;TO3;80;50;15-60;2M;300;undef
2N5685;NPN;TO3;60;50;15-60;2M;300;undef
2N5686;NPN;TO3;80;50;15-60;2M;300;undef
2N5729;NPN;TO39;80;5;30-300;30M;10;undef
2N5730;NPN;TO59;80;10;30-300;30M;45;undef
2N5733;NPN;TO63;80;30;30-300;30M;150;undef
2N5734;NPN;TO3;80;30;30-300;30M;150;undef
2N5737;PNP;TO3;60;10;20-80;10M;50;undef
2N5738;PNP;TO3;100;10;20-80;10M;50;undef
2N5739;PNP;TO66;60;10;20-80;10M;20;undef
2N5740;PNP;TO66;100;10;20-80;10M;20;undef
2N5741;PNP;TO3;60;20;20-80;10M;65;undef
2N5742;PNP;TO3;100;20;20-80;10M;65;undef
2N5743;PNP;TO66;60;20;20-80;10M;25;undef
2N5744;PNP;TO66;100;20;20-80;10M;25;undef
2N5745;PNP;TO3;80;20;20-80;10M;200;undef
2N5758;NPN;TO3;100;6;25-100;1M;150;undef
2N5759;NPN;TO3;120;6;30-80;1M;150;undef
2N5760;NPN;TO3;140;6;15-60;1M;150;undef
2N5781;PNP;TO39;80;3.5;20-100;8M;10;undef
2N5782;PNP;TO39;65;3.5;20-100;8M;10;undef
2N5782L;PNP;TO5;65;3.5;20-100;8M;10;undef
2N5783;PNP;TO39;45;3.5;20-100;8M;10;undef
2N5784;PNP;TO39;80;3.5;20-100;8M;10;undef
2N5785;PNP;TO39;65;3.5;20-100;8M;10;undef
2N5786;NPN;TO39;45;3.5;20-200;-;10;undef
2N5804;NPN;TO3;300;5;10-100;15M;62;undef
2N5805;NPN;TO3;375;5;10-100;15M;62;undef
2N5838;NPN;TO3;275;3;10-50;5M;57;undef
2N5839;NPN;TO3;300;3;10-50;5M;57;undef
2N5840;NPN;TO3;375;3;10-50;5M;57;undef
2N5861;NPN;TO39;100;2;40-150;30M;10;undef
2N5864;PNP;TO39;70;1.5;50-500;50M;1.2;undef
2N5865;PNP;TO39;50;1;40-200;100M;1.2;undef
2N5867;PNP;TO3;60;5;20-100;4M;87;undef
2N5868;PNP;TO3;80;5;20-100;4M;87;undef
2N5869;NPN;TO3;60;5;20-100;4M;87;undef
2N5870;NPN;TO3;80;5;20-100;4M;87;undef
2N5871;PNP;TO3;60;7;20-100;4M;115;undef
2N5872;PNP;TO3;80;7;20-100;4M;115;undef
2N5873;NPN;TO3;60;7;20-100;4M;115;undef
2N5874;NPN;TO3;80;7;20-100;4M;115;undef
2N5875;PNP;TO3;60;10;20-100;4M;150;undef
2N5876;PNP;TO3;80;10;20-100;4M;150;undef
2N5877;NPN;TO3;60;10;20-100;4M;150;undef
2N5878;NPN;TO3;80;10;20-100;4M;150;undef
2N5879;PNP;TO3;80;15;20-100;4M;160;undef
2N5880;PNP;TO3;80;15;20-100;4M;160;undef
2N5881;NPN;TO3;60;15;20-100;4M;160;undef
2N5883;PNP;TO3;60;25;20-100;4M;200;undef
2N5884;PNP;TO3;80;25;20-100;4M;200;undef
2N5885;NPN;TO3;60;25;20-100;4M;200;undef
2N5886;NPN;TO3;80;25;20-100;4M;200;undef
2N5929;NPN;TO3;80;30;20-100;30M;100;undef
2N5930;NPN;TO3;120;30;20-100;30M;100;undef
2N5932;NPN;TO3;60;30;20-100;30M;100;undef
2N5933;NPN;TO3;100;30;20-100;30M;100;undef
2N5934;NPN;TO3;140;30;20-100;30M;100;undef
2N5935;NPN;TO3;80;30;20-100;30M;100;undef
2N5936;NPN;TO3;120;30;20-100;30M;100;undef
2N5937;NPN;TO3;160;30;20-100;30M;100;undef
2N5954;PNP;TO66;85;6;20-100;5M;40;undef
2N5955;PNP;TO66;65;6;20-100;5M;40;undef
2N5956;PNP;TO66;45;6;20-100;5M;40;undef
2N5957;NPN;TO61;100;20;30/120;10M;100;undef
2N5971;NPN;TO3;80;15;15-150;4M;85;undef
2N5972;NPN;TO3;80;15;25-75;4M;85;undef
2N6030;PNP;TO3;120;16;20-80;-;200;undef
2N6031;PNP;TO3;140;16;15-60;-;200;undef
2N6032;NPN;TO3;90;50;10-50;50M;140;undef
2N6033;NPN;TO3;120;40;10-50;50M;140;undef
2N6047;NPN;TO63;100;29;20-100;30M;114;undef
2N6049;PNP;TO66;55;4;25-100;3M;75;undef
2N6049E;PNP;TO66;55;4;25-100;3M;75;undef
2N6050;PNP;TO3;60;12;750-12k;4M;150;undef
2N6051;PNP;TO3;80;12;750-12k;4M;150;undef
2N6052;PNP;TO3;100;12;750-12k;4M;150;undef
2N6053;PNP;TO3;60;8;750-18k;4M;100;undef
2N6054;PNP;TO3;80;8;750-18k;4M;100;undef
2N6055;NPN;TO3;60;8;750min;4M;100;undef
2N6056;NPN;TO3;80;8;750min;4M;100;undef
2N6057;NPN;TO3;60;12;750min;4M;150;undef
2N6058;NPN;TO3;80;12;750min;4M;150;undef
2N6059;NPN;TO3;100;12;750min;4M;150;undef
2N6077;NPN;TO66;275;7;12-70;1M;45;undef
2N6078;NPN;TO66;250;7;12-70;1M;45;undef
2N6079;NPN;TO66;350;7;12-70;1M;45;undef
2N6182;PNP;TO59;80;10;30/120;30M;60;undef
2N6183;PNP;TO59;80;10;60/240;30M;60;undef
2N6184;PNP;TO59;100;10;30/120;30M;60;undef
2N6185;PNP;TO59;100;10;60/240;30M;60;undef
2N6186;PNP;TO59;80;10;30/120;30M;60;undef
2N6187;PNP;TO59;80;10;60/240;30M;60;undef
2N6188;PNP;TO59;100;10;30/120;30M;60;undef
2N6189;PNP;TO59;100;10;60/240;30M;60;undef
2N6190;PNP;TO39;80;5;30-120;30M;10;undef
2N6192;PNP;TO39;100;5;30-120;20M;10;undef
2N6193;PNP;TO39;100;5;60-240;20M;10;undef
2N6193A;PNP;TO39;100;5;30-240;20M;10;undef
2N6211;PNP;TO66;275;2;10-100;20M;35;undef
2N6212;PNP;TO66;350;2;10-100;20M;35;undef
2N6213;PNP;TO66;400;2;10-100;20M;35;undef
2N6214;PNP;TO66;400;2;10-100;20M;35;undef
2N6216;NPN;TO3;150;10;20-80;20M;71;undef
2N6226;PNP;TO3;100;6;25-100;-;150;undef
2N6227;PNP;TO3;120;6;20-80;-;150;undef
2N6228;PNP;TO3;140;6;15-60;-;150;undef
2N6229;PNP;TO3;100;10;25-100;-;150;undef
2N6230;PNP;TO3;120;10;20-80;-;150;undef
2N6232;NPN;TO39;100;10;40-250;30M;15;undef
2N6233;NPN;TO66;225;5;25-125;20M;50;undef
2N6234;NPN;TO66;275;5;25-125;20M;50;undef
2N6235;NPN;TO66;325;5;25-125;20M;50;undef
2N6235R;NPN;TO66;275;5;25-125;20M;50;undef
2N6245;PNP;TO66;330;1;40/200;-;20;undef
2N6246;PNP;TO3;70;10;20-100;10M;125;undef
2N6247;PNP;TO3;90;10;20-100;10M;125;undef
2N6248;PNP;TO3;110;10;20-100;10M;125;undef
2N6249;NPN;TO3;200;10;10-50;2.5M;100;undef
2N6250;NPN;TO3;275;10;8-50;2.5M;100;undef
2N6251;NPN;TO3;275;10;6-50;2.5M;100;undef
2N6253;NPN;TO3;45;15;20-150;-;150;undef
2N6254;NPN;TO3;80;15;20min;-;150;undef
2N6257;NPN;TO3;40;20;15-75;-;150;undef
2N6258;NPN;TO3;80;30;20min;-;250;undef
2N6259;NPN;TO3;150;16;15min;-;250;undef
2N6260;NPN;TO66;40;3;20-100;20M;29;undef
2N6261;NPN;TO66;80;4;20-100;20M;50;undef
2N6262;NPN;TO3;150;10;20-70;-;150;undef
2N6263;NPN;TO66;120;3;20-100;2M;20;undef
2N6264;NPN;TO66;150;3;20/60;1M;50;undef
2N6270;NPN;TO3;80;30;20-100;75M;150;undef
2N6271;NPN;TO3;100;30;20-100;75M;150;undef
2N6274;NPN;TO3;100;50;25-120;10M;150;undef
2N6274A;NPN;TO3;100;50;25-120;10M;150;undef
2N6275;NPN;TO3;120;50;30-120;30M;250;undef
2N6275A;NPN;TO3;120;50;30-120;30M;250;undef
2N6276;NPN;TO3;140;50;30-120;30M;250;undef
2N6276A;NPN;TO3;140;50;30-120;30M;250;undef
2N6277;NPN;TO3;150;50;30-120;30M;250;undef
2N6277A;NPN;TO3;150;50;30-120;30M;250;undef
2N6278;NPN;TO3;100;50;30-120;30M;250;undef
2N6279;NPN;TO63;120;50;30-120;30M;250;undef
2N6280;NPN;TO63;140;50;30-120;30M;250;undef
2N6281;NPN;TO63;150;50;30-120;30M;250;undef
2N6282;NPN;TO3;60;20;750-18k;4M;160;undef
2N6283;NPN;TO3;80;20;750-18k;4M;160;undef
2N6284;NPN;TO3;100;20;750-18k;4M;160;undef
2N6285;PNP;TO3;60;20;750-18k;4M;160;undef
2N6286;PNP;TO3;80;20;750-18k;4M;160;undef
2N6287;PNP;TO3;100;20;750-18k;4M;160;undef
2N6294;NPN;TO66;60;4;750-18k;4M;50;undef
2N6295;NPN;TO66;80;4;750-18k;4M;50;undef
2N6296;PNP;TO66;60;4;750/18k;4M;50;undef
2N6297;PNP;TO66;80;4;750-18k;4M;50;undef
2N6298;PNP;TO66;60;8;750-18k;4M;75;undef
2N6299;PNP;TO66;100;8;750-18k;4M;75;undef
2N6300;NPN;TO66;60;8;750-18k;4M;75;undef
2N6301;NPN;TO66;80;8;750-18k;4M;75;undef
2N6302;NPN;TO3;120;16;15-60;-;150;undef
2N6303;PNP;TO39;120;0.5;40-150;30M;1;undef
2N6306;NPN;TO3;250;8;15-75;5M;125;undef
2N6307;NPN;TO3;300;8;15-75;5M;125;undef
2N6308;NPN;TO3;350;8;10-60;5M;125;undef
2N6312;PNP;TO66;80;4;750-18k;4M;50;undef
2N6313;PNP;TO66;60;5;25-100;4M;75;undef
2N6314;PNP;TO66;80;5;25-100;4M;75;undef
2N6315;NPN;TO66;60;7;20-100;4M;90;undef
2N6316;NPN;TO66;80;7;20-100;4M;90;undef
2N6317;PNP;TO66;60;7;20-100;4M;90;undef
2N6318;NPN;TO66;80;7;20-100;4M;90;undef
2N6322;NPN;TO3;200;30;40-150;10M;200;undef
2N6323;NPN;TO3;300;30;50-150;10M;200;undef
2N6327;NPN;TO3;80;30;6-30;3M;114;undef
2N6328;NPN;TO3;100;30;6-30;3M;114;undef
2N6329;PNP;TO3;60;30;6-30;3M;114;undef
2N6330;PNP;TO3;80;30;6-30;3M;114;undef
2N6331;PNP;TO3;90;30;6-30;3M;114;undef
2N6338;NPN;TO3;100;25;30-120;40M;200;undef
2N6339;NPN;TO3;120;25;30-120;40M;200;undef
2N6339X;NPN;TO3;120;25;30-120;40M;200;undef
2N6340;NPN;TO3;140;25;30-120;40M;200;undef
2N6341;NPN;TO3;150;25;30-120;40M;200;undef
2N6354;NPN;TO3;120;10;20-150;50M;140;undef
2N6354A;NPN;TO3;120;10;20-150;50M;140;undef
2N6355;NPN;TO3;40;20;500-5k;-;150;undef
2N6356;NPN;TO3;40;20;1k-20k;-;150;undef
2N6358;NPN;TO3;60;20;1.5k-10k;-;150;undef
2N6359;NPN;TO3;80;16;15-60;-;150;undef
2N6360;NPN;TO3;100;12;15-60;-;150;undef
2N6372;NPN;TO66;80;6;20/100;4M;23;undef
2N6373;NPN;TO66;40;6;20/100;4M;23;undef
2N6374;NPN;TO66;50;6;20-100;4M;22;undef
2N6377;PNP;TO3;80;50;30-120;25M;250;undef
2N6377E;PNP;TO3;80;50;30-120;25M;250;undef
2N6378;PNP;TO3;100;50;30-120;25M;250;undef
2N6378E;PNP;TO3;100;50;30-120;25M;250;undef
2N6379;PNP;TO3;120;50;30-120;25M;250;undef
2N6383;NPN;TO3;40;10;1k-20k;20M;100;undef
2N6384;NPN;TO3;60;10;1k-20k;20M;100;undef
2N6385;NPN;TO3;80;10;1k-20k;20M;100;undef
2N6394;NPN;TO66;60;4;750-18k;4M;50;undef
2N6395;NPN;TO66;80;4;750-18k;4M;50;undef
2N6420;PNP;TO66;175;1;40/200;10M;35;undef
2N6421;PNP;TO66;250;2;8-80;10M;35;undef
2N6422;PNP;TO66;300;2;8-80;10M;35;undef
2N6423;PNP;TO66;300;2;10-100;15M;35;undef
2N6424;PNP;TO66;225;0.25;40-200;10M;20;undef
2N6425;PNP;TO66;300;0.25;40-200;10M;20;undef
2N6425A;PNP;TO66;300;0.25;35-200;10M;20;undef
2N6436;PNP;TO3;80;25;20-80;40M;200;undef
2N6437;PNP;TO3;100;25;20-80;40M;200;undef
2N6438;PNP;TO3;120;25;20-80;40M;200;undef
2N6448;NPN;TO78;45;10mA;-;160M;-;undef
2N6461;NPN;TO39;300;0.1;30-120;200M;1;undef
2N6462;NPN;TO39;300;0.1;100-300;200M;1;undef
2N6463;NPN;TO39;250;0.1;30-120;200M;1;undef
2N6464;NPN;TO39;250;0.1;100-300;200M;1;undef
2N6465;NPN;TO66;110;4;15-150;5M;23;undef
2N6466;NPN;TO66;130;4;15-150;5M;23;undef
2N6467;PNP;TO66;110;4;15-150;5M;23;undef
2N6468;PNP;TO66;130;4;15-150;5M;23;undef
2N6469;PNP;TO3;50;15;20-150;10M;71;undef
2N6496;NPN;TO3;130;15;12-100;60M;80;undef
2N6500;NPN;TO66;110;4;15-60;60M;20;undef
2N6511;NPN;TO3;250;7;Oct-50;3M;120;undef
2N6512;NPN;TO3;300;7;Oct-50;3M;120;undef
2N6513;NPN;TO3;350;7;Oct-50;3M;120;undef
2N6514;NPN;TO3;300;7;Oct-50;3M;120;undef
2N6534;NPN;TO66;80;8;100-5k;20M;14;undef
2N6535;NPN;TO66;100;8;100-5k;20M;14;undef
2N6536;NPN;TO66;100;8;100-5k;20M;14;undef
2N6537;NPN;TO66;120;8;100-5k;20M;14;undef
2N6542;NPN;TO3;300;5;7-35;6M;100;undef
2N6543;NPN;TO3;400;5;7-35;6M;100;undef
2N6544;NPN;TO3;300;8;7-35;6M;125;undef
2N6545;NPN;TO3;400;8;7-35;6M;125;undef
2N6546;NPN;TO3;300;15;12-66;6M;175;undef
2N6547;NPN;TO3;400;15;12-66;6M;175;undef
2N6560;NPN;TO3;450;10;10-40;10M;220;undef
2N6561;NPN;TO3;300;10;10-50;15M;220;undef
2N6569;NPN;TO3;40;12;15-200;1.5M;100;undef
2N6573;NPN;TO3;250;10;7-21;5M;125;undef
2N6574;NPN;TO3;275;10;7-21;5M;125;undef
2N6575;NPN;TO3;300;10;7-21;5M;125;undef
2N6576;NPN;TO3;60;15;500-5k;200M;120;undef
2N6577;NPN;TO3;90;15;500-5k;200M;120;undef
2N6578;NPN;TO3;120;15;500-5k;200M;120;undef
2N6580;NPN;TO3;400;10;7-35;25M;125;undef
2N6581;NPN;TO3;450;10;7-35;25M;125;undef
2N6582;NPN;TO3;350;10;7-35;25M;125;undef
2N6583;NPN;TO3;400;10;7-35;25M;125;undef
2N6584;NPN;TO3;450;10;7-35;25M;125;undef
2N6585;NPN;TO61;350;10;7-35;25M;125;undef
2N6586;NPN;TO61;400;10;7-35;25M;125;undef
2N6587;NPN;TO61;450;10;7-35;25M;125;undef
2N6588;NPN;TO61;350;10;7-35;25M;125;undef
2N6589;NPN;TO61;400;10;7-35;25M;125;undef
2N6590;NPN;TO61;450;10;7-35;25M;125;undef
2N6594;PNP;TO3;40;12;15-200;2.5M;100;undef
2N6609;PNP;TO3;140;16;5min;-;150;undef
2N6653;NPN;TO3;300;20;10min;15M;175;undef
2N6654;NPN;TO3;350;20;10min;75M;150;undef
2N6655;NPN;TO3;400;20;10min;75M;150;undef
2N6671;NPN;TO3;300;8;10-40;15M;150;undef
2N6672;NPN;TO3;350;8;10-40;15M;150;undef
2N6673;NPN;TO3;400;8;10-40;15M;150;undef
2N6674;NPN;TO3;300;15;8-20;15M;175;undef
2N6675;NPN;TO3;400;15;8-20;15M;175;undef
2N6676;NPN;TO3;300;15;8min;15M;175;undef
2N6677;NPN;TO3;350;15;8min;15M;175;undef
2N6678;NPN;TO3;400;15;8min;15M;175;undef
2N6686;NPN;TO3;180;25;25-100;20M;200;undef
2N6687;NPN;TO3;180;25;25/100;20M;114;undef
2N6688;NPN;TO3;200;25;25-100;20M;200;undef
2N6751;NPN;TO3;400;10;8min;15M;75;undef
2N6752;NPN;TO3;450;10;8min;15M;75;undef
2N6753;NPN;TO3;500;10;8min;15M;75;undef
2N6754;NPN;TO3;500;10;8min;15M;75;undef
2N727;PNP;TO18;20;50mA;-;-;0.3;undef
2N835;NPN;TO18;20;0.2;40min;450M;0.3;undef
2N869;PNP;TO18;25;0.1;20min;100M;0.36;undef
2N869A;PNP;TO18;25;0.1;20min;100M;0.36;undef
2N914;NPN;TO18;20;0.1;30-120;300M;0.36;undef
2N915;NPN;TO18;50;0.1;50-200;250M;0.36;undef
2N918;NPN;TO72;15;3m;20m;600M;0.2;undef
2N929;NPN;TO18;45;30m;40-120;30M;0.3;undef
2N930;NPN;TO18;45;30m;100-300;30M;0.3;undef
2N930A;NPN;TO18;45;30m;150m;45M;undef;undef
2S012;NPN;TO53;60;2;10min;10M;37.5;undef
2S013;NPN;TO53;60;2;10-50;10M;37.5;undef
2S013A;NPN;TO53;60;1.5;15-50;10M;60;undef
2S024;NPN;TO53;32;7.5;20min;10M;100;undef
2S025;NPN;TO53;60;7.5;20min;10M;100;undef
2S026;NPN;TO53;100;7.5;20min;10M;100;undef
2S033;NPN;TO3;100;3;10min;15M;40;undef
2S034;NPN;TO3;100;3;25min;15M;40;undef
2S035;NPN;TO3;150;3;10min;15M;40;undef
2S036;NPN;TO3;150;3;25min;15M;40;undef
2S103;NPN;TO18;45;50m;40-100;60M;0.36;undef
2S104;NPN;TO18;45;50m;80-100;100M;0.36;undef
2S301A;NPN;TO39;80;0.1;10-45;0.7M;0.3;undef
2S302A;NPN;TO39;40;0.1;15-60;0.8;0.3;undef
2S303A;NPN;TO39;25;0.1;25-85;1.2M;0.3;undef
2S304A;NPN;TO39;15;0.1;45-150;0.7M;0.3;undef
2S305A;NPN;TO39;125;0.1;10-45;0.7M;0.3;undef
2S307A;NPN;TO39;15;0.1;80min;2M;0.3;undef
BC107;NPN;TO18;45;0.1;110-450;150M;0.3;undef
BC107A;NPN;TO18;45;0.1;110-220;150M;0.3;undef
BC107B;NPN;TO18;45;0.1;200-450;150M;0.3;undef
BC108;NPN;TO18;20;0.1;110-800;150M;0.3;undef
BC108A;NPN;TO18;20;0.1;110-220;150M;0.3;undef
BC108B;NPN;TO18;20;0.1;200-450;150M;0.3;undef
BC108C;NPN;TO18;20;0.1;420-800;150M;0.3;undef
BC109;NPN;TO18;20;0.1;200-800;150M;0.3;Low Noise
BC109B;NPN;TO18;20;0.1;200-450;150M;0.3;undef
BC109C;NPN;TO18;20;0.1;420-800;150M;0.3;undef
BC177;PNP;TO18;45;0.1;70-460;130M;0.3;undef
BC177A;PNP;TO18;45;0.1;70-220;130M;0.3;undef
BC177B;PNP;TO18;45;0.1;180-460;130M;0.3;undef
BC178;PNP;TO18;25;0.1;70-460;100M;0.3;undef
BC178A;PNP;TO18;25;0.1;120-220;100M;0.3;undef
BC178B;PNP;TO18;25;0.1;180-460;100M;0.3;undef
BC179;PNP;TO18;20;0.1;120-800;100M;0.3;undef
BC179A;PNP;TO18;20;0.1;120-220;100M;0.3;undef
BC179B;PNP;TO18;20;0.1;180-460;100M;0.3;undef
BC179C;PNP;TO18;20;0.1;300-800;100M;0.3;undef
BC300;NPN;TO39;80;1;40-240;120M;0.85;undef
BC300-4;NPN;TO39;80;1;40-80;120M;0.85;undef
BC300-5;NPN;TO39;80;1;70-140;120M;0.85;undef
BC300-6;NPN;TO39;80;1;120-240;120M;0.85;undef
BC301;NPN;TO39;60;1;40-240;120M;0.85;undef
BC301-4;NPN;TO39;60;1;40-80;120M;0.85;undef
BC301-5;NPN;TO39;60;1;70-140;120M;0.85;undef
BC301-6;NPN;TO39;60;1;120-240;120M;0.85;undef
BC302;NPN;TO39;45;1;40-240;120M;0.85;undef
BC302-5;NPN;TO39;45;1;70-140;120M;0.85;undef
BC303;PNP;TO39;60;1;40-240;75M;0.85;undef
BC303-4;PNP;TO39;60;1;40-80;75M;0.85;undef
BC303-5;PNP;TO39;60;1;70-140;75M;0.85;undef
BC303-6;PNP;TO39;60;1;120-240;75M;0.85;undef
BC304;PNP;TO39;45;1;40-240;75M;0.85;undef
BC323;NPN;TO39;100;5;50-250;100M;0.8;undef
BC377;NPN;TO18;45;1;75-500;-;0.38;undef
BC378;NPN;TO18;25;1;75-500;-;0.38;undef
BC393;PNP;TO18;180;0.1;50min;50M;0.4;undef
BC394;NPN;TO18;160;0.1;30min;40M;0.8;undef
BC440;NPN;TO39;40;2;40-250;50M;1;undef
BC440-4;NPN;TO39;40;2;40-70;50M;1;undef
BC440-5;NPN;TO39;40;2;60-130;50M;1;undef
BC440-6;NPN;TO39;40;2;115-250;50M;1;undef
BC441;NPN;TO39;60;2;40-250;50M;1;undef
BC441-4;NPN;TO39;60;2;40-70;50M;1;undef
BC441-5;NPN;TO39;60;2;60-130;50M;1;undef
BC441-6;NPN;TO39;60;2;115-250;50M;1;undef
BC460;PNP;TO39;40;2;40-250;50M;1;undef
BC460-4;PNP;TO39;40;2;40-70;50M;1;undef
BC460-5;PNP;TO39;40;2;60-130;50M;1;undef
BC460-6;PNP;TO39;40;2;115-250;50M;1;undef
BC461;PNP;TO39;60;2;40-250;50M;1;undef
BC461-4;PNP;TO39;60;2;40-70;50M;1;undef
BC461-5;PNP;TO39;60;2;60-130;50M;1;undef
BC461-6;PNP;TO39;60;2;115-250;50M;1;undef
BC477;PNP;TO18;80;0.1;50-220;150M;0.36;undef
BC477A;PNP;TO18;80;0.1;50-120;150M;0.36;undef
BC477B;PNP;TO18;80;0.1;110-220;150M;0.36;undef
BC478;PNP;TO18;40;0.1;110-450;150M;0.36;undef
BC478A;PNP;TO18;40;0.1;110-220;150M;0.36;undef
BC478B;PNP;TO18;40;0.1;200-450;150M;0.36;undef
BC479;PNP;TO18;40;0.1;200-450;150M;0.36;undef
BC546;NPN;TO92;80;100m;125;150M;300m;undef
BC547;NPN;TO92;50;100m;110;150M;300m;undef
BC548;NPN;TO92;30;100m;110;150M;300m;undef
BC549;NPN;TO92;30;100m;110;150M;300m;Low Noise
BC556;PNP;TO92;80;100m;75-450;150M;300m;undef
BC557;PNP;TO92;50;100m;75;150M;300m;undef
BC558;PNP;TO92;50;100m;74-475;150M;300m;undef
BC559;PNP;TO92;50;100m;125;150M;300m;Low Noise
BCW34;NPN;TO18;45;0.6;100-350;150M;0.36;undef
BCW35;PNP;TO18;45;0.6;100-350;150M;0.36;undef
BCY30A;PNP;TO5;64;0.1;10-35;7M;0.6;undef
BCY31A;PNP;TO5;64;0.1;15-60;7M;0.6;undef
BCY32A;PNP;TO5;64;0.1;20-70;7M;0.6;undef
BCY33A;PNP;TO5;32;0.1;10-35;7M;0.6;undef
BCY34A;PNP;TO5;32;0.1;15-60;7M;0.6;undef
BCY34AL;PNP;TO5;32;0.1;15-60;7M;0.6;undef
BCY38A;PNP;TO5;32;0.25;10-50;7M;0.41;undef
BCY39A;PNP;TO5;60;0.25;10-50;7M;0.41;undef
BCY40A;PNP;TO5;24;0.25;15-120;7M;0.41;undef
BCY54A;NPN;TO5;50;0.25; ;2M;0.4;undef
BCY56;NPN;TO18;45;0.1;100-450;250M;0.3;undef
BCY58;NPN;TO18;32;0.2;120-630;125M;0.36;undef
