btype;pol;pkg;vceo;ic;hfe;ft_hz;pwr_w;comment
BCY58A;NPN;TO18;32;0.2;120-630;125M;0.36;undef
BCY59;NPN;TO18;45;0.2;120-630;125M;0.36;undef
BCY70;PNP;TO18;40;0.2;50min;250M;0.36;undef
BCY71;PNP;TO18;45;0.2;100-600;250M;0.36;undef
BCY72;PNP;TO18;25;0.2;50min;250M;0.36;undef
BCY78;PNP;TO18;32;0.2;120-630;100M;0.36;undef
BCY78A;PNP;TO18;32;0.2;120-220;100M;0.36;undef
BCY78B;PNP;TO18;32;0.2;180-310;100M;0.36;undef
BCY78C;PNP;TO18;32;0.2;250-460;100M;0.36;undef
BCY78D;PNP;TO18;32;0.2;380-630;100M;0.36;undef
BCY79;PNP;TO18;45;0.2;80-360;180M;0.39;undef
BCY79A;PNP;TO18;45;0.2;120-220;180M;0.39;undef
BCY79B;PNP;TO18;45;0.2;180-310;180M;0.39;undef
BCY79C;PNP;TO18;45;0.2;250-460;180M;0.39;undef
BCY87;NPN;TO71;40;30mA;-;10M;0.15;undef
BCY88;NPN;TO71;40;30mA;-;10M;0.15;undef
BCY89;NPN;TO71;40;30mA;-;10M;0.15;undef
BCY91;PNP;TO18;40;50m;42min;15M;0.35;undef
BCY95;PNP;TO18;70;50mA;-;15M;0.35;undef
BD106A;NPN;SOT9;36;2.5;50-150;100M;11.5;undef
BD106B;NPN;SOT9;36;2.5;100-300;100M;11.5;undef
BD106C;NPN;SOT9;36;2.5;250min;100M;11.5;undef
BD107A;NPN;SOT9;64;2.5;50-150;100M;11.5;undef
BD107B;NPN;SOT9;64;2.5;100-300;100M;11.5;undef
BD107C;NPN;SOT9;64;2.5;250min;100M;11.5;undef
BD121;NPN;TO3;35;5;15min;60M;45;undef
BD124;NPN;SOT9;45;4;40-300;60M;15;undef
BD139;NPN;TO126;80;1;40-160;-;6.5;undef
BD140;PNP;TO126;80;1;40-250;-;6.5;undef
BDS10;NPN;TO220M;60;15;40-250;3M;90;undef
BDS11;NPN;TO220M;80;15;40-250;3M;90;undef
BDS12;NPN;TO220M;100;15;40-250;3M;90;undef
BDS13;PNP;TO220M;60;15;40-250;3M;90;undef
BDS14;PNP;TO220M;80;15;40-250;3M;90;undef
BDS15;PNP;TO220M;100;15;40-250;3M;90;undef
BDS16;NPN;TO220M;120;15;40-250;30M;90;undef
BDS17;NPN;TO220M;150;15;40-250;30M;90;undef
BDS18;PNP;TO220M;120;15;40-250;30M;90;undef
BDS19;PNP;TO220M;150;15;40-250;30M;90;undef
BDS20;NPN;TO220M;80;5;1000min;8M;50;undef
BDS21;PNP;TO220M;80;5;1000min;8M;50;undef
BDS28A;PNP;TO254M;60;30;1000min;4M;150;undef
BDS28B;PNP;TO254;90;30;1000min;4M;150;undef
BDS28C;PNP;TO254;120;30;1000min;4M;150;undef
BDS29A;NPN;TO254M;60;30;1000min;4M;150;undef
BDS29B;NPN;TO254;90;30;1000min;4M;150;undef
BDS29C;NPN;TO254;120;30;1000min;4M;150;undef
BDT63.TO63;NPN;TO63;60;10;1kmin;-;90;undef
BDT91;NPN;TO220;80;10;5min;4M;90;undef
BDW21;NPN;TO3;45;10;15-150;3M;90;undef
BDW21A;NPN;TO3;60;10;15-150;3M;90;undef
BDW21B;NPN;TO3;80;10;15-150;3M;90;undef
BDW21C;NPN;TO3;100;10;15-150;3M;90;undef
BDW22;PNP;TO3;45;10;15-150;3M;90;undef
BDW22A;PNP;TO3;60;10;15-150;3M;90;undef
BDW22B;PNP;TO3;80;10;15-150;3M;90;undef
BDW22C;PNP;TO3;100;10;15-150;3M;90;undef
BDW25;NPN;TO66;-;-;-;-;-;undef
BDW25/6;NPN;TO66;-;-;-;-;-;undef
BDW26;NPN;TO66;-;-;-;-;-;undef
BDW51;NPN;TO3;45;15;20-150;3M;125;undef
BDW51A;NPN;TO3;60;15;20-150;3M;125;undef
BDW51B;NPN;TO3;80;15;20-150;3M;125;undef
BDW51C;NPN;TO3;100;15;20-150;3M;125;undef
BDW52;PNP;TO3;45;15;20-150;3M;125;undef
BDW52B;PNP;TO3;80;15;20-150;3M;125;undef
BDW52C;PNP;TO3;100;15;20-150;3M;125;undef
BDW83;NPN;TO3;45;15;750-20k;1M;150;undef
BDW83A;NPN;TO3;60;15;750-20k;1M;150;undef
BDW83B;NPN;TO3;80;15;750-20k;1M;150;undef
BDW83C;NPN;TO3;100;15;750-20k;1M;150;undef
BDW84;PNP;TO3;45;15;750-20k;1M;150;undef
BDW84A;PNP;TO3;60;15;750-20k;1M;150;undef
BDW84B;PNP;TO3;80;15;750-20k;1M;150;undef
BDW84C;PNP;TO3;100;15;750-20k;1M;150;undef
BDX10;NPN;TO3;60;15;20-70;-;117;undef
BDX11;NPN;TO3;140;10;20-70;-;117;undef
BDX12;NPN;TO3;120;5;20-70;-;100;undef
BDX13;NPN;TO3;40;15;15-60;-;117;undef
BDX18;PNP;TO3;70;15;20-70;0.8M;117;undef
BDX20;PNP;TO3;140;10;20-70;4M;117;undef
BDX27;PNP;SOT9;40;5;40-250;50M;40;undef
BDX28;PNP;SOT9;60;5;40-250;50M;40;undef
BDX29;PNP;SOT9;80;5;40-250;50M;40;undef
BDX30;PNP;SOT9;100;1;40-250;50M;40;undef
BDX62;PNP;TO3;60;8;1kmin;7M;90;undef
BDX62A;PNP;TO3;80;8;1kmin;7M;90;undef
BDX62B;PNP;TO3;100;8;1kmin;7M;90;undef
BDX62C;PNP;TO3;120;8;1kmin;7M;90;undef
BDX63;NPN;TO3;80;8;1kmin;7M;90;undef
BDX63A;NPN;TO3;100;8;1kmin;7M;90;undef
BDX63B;NPN;TO3;120;8;1kmin;7M;90;undef
BDX63C;NPN;TO3;140;8;1kmin;7M;90;undef
BDX64;PNP;TO3;60;12;1kmin;7M;117;undef
BDX64A;PNP;TO3;80;12;1kmin;7M;117;undef
BDX64B;PNP;TO3;100;12;1kmin;7M;117;undef
BDX64C;PNP;TO3;120;12;1kmin;7M;117;undef
BDX65;NPN;TO3;60;12;1kmin;7M;117;undef
BDX65A;NPN;TO3;80;12;1kmin;7M;117;undef
BDX65B;NPN;TO3;100;12;1kmin;7M;117;undef
BDX65C;NPN;TO3;120;12;1kmin;7M;117;undef
BDX66;PNP;TO3;60;16;1kmin;7M;150;undef
BDX66A;PNP;TO3;80;16;1kmin;7M;150;undef
BDX66B;PNP;TO3;100;16;1kmin;7M;150;undef
BDX66C;PNP;TO3;120;16;1kmin;7M;150;undef
BDX67;NPN;TO3;60;16;1kmin;7M;150;undef
BDX67A;NPN;TO3;80;16;1kmin;7M;150;undef
BDX67B;NPN;TO3;100;16;1kmin;7M;150;undef
BDX67C;NPN;TO3;120;16;1kmin;7M;150;undef
BDX70;NPN;TO220;60;10;20-80;-;75;undef
BDX83;NPN;TO3;40;10;750min;-;125;undef
BDX83A;NPN;TO3;60;10;750min;-;125;undef
BDX83B;NPN;TO3;80;10;750min;-;125;undef
BDX83C;NPN;TO3;100;10;750min;-;125;undef
BDX84;PNP;TO3;40;10;750min;-;120;undef
BDX84A;PNP;TO3;60;10;750min;-;120;undef
BDX84B;PNP;TO3;80;10;750min;-;120;undef
BDX84C;PNP;TO3;100;10;750min;-;120;undef
BDX85;NPN;TO3;45;10;750-18k;-;100;undef
BDX85A;NPN;TO3;60;10;750-18k;-;100;undef
BDX85B;NPN;TO3;80;10;750-18k;-;100;undef
BDX85C;NPN;TO3;100;10;750-18k;-;100;undef
BDX86;PNP;TO3;45;10;750-18k;-;100;undef
BDX86A;PNP;TO3;60;10;750-18k;-;100;undef
BDX86B;PNP;TO3;80;10;750-18k;-;100;undef
BDX86C;PNP;TO3;100;10;750-18k;-;100;undef
BDX87;NPN;TO3;45;12;750-18k;-;117;undef
BDX87A;NPN;TO3;60;12;750-18k;-;117;undef
BDX87B;NPN;TO3;80;12;750-18k;-;117;undef
BDX87C;NPN;TO3;100;12;750-18k;-;117;undef
BDX88;PNP;TO3;45;12;750-18k;-;117;undef
BDX88A;PNP;TO3;60;12;750-18k;-;117;undef
BDX88B;PNP;TO3;80;12;750-18k;-;117;undef
BDX88C;PNP;TO3;100;12;750-18k;-;117;undef
BDX91;NPN;TO3;60;8;20min;4M;90;undef
BDX92;PNP;TO3;60;8;20min;4M;90;undef
BDX93;NPN;TO3;80;8;20min;4M;90;undef
BDX94;PNP;TO3;80;8;20min;4M;90;undef
BDX95;NPN;TO3;100;8;20min;4M;90;undef
BDX96;PNP;TO3;100;8;20min;4M;90;undef
BDY10;NPN;TO3;40;2;10-50;-;150;undef
BDY11;NPN;TO3;70;2;10-50;-;150;undef
BDY12;PNP;SOT9;40;5;40-100;1M;70m;undef
BDY13;NPN;SOT9;60;5;40-100;1M;70m;undef
BDY16;NPN;SOT9;64;2.5;50-300;100M;12;undef
BDY20;NPN;TO3;60;15;20-70;1M;15;undef
BDY23;NPN;TO3;60;6;15-180;10M;85;undef
BDY24;NPN;TO3;90;6;15-180;10M;85;undef
BDY25;NPN;TO3;140;6;15-180;10M;87.5;undef
BDY26;NPN;TO3;180;6;15-180;10M;87.5;undef
BDY27;NPN;TO3;100;6;15-180;10M;87.5;undef
BDY28;NPN;TO3;250;6;15-180;10M;87.5;undef
BDY29;NPN;TO3;75;30;15-60;.2M;220;undef
BDY37;NPN;TO3;140;30;15-60;.2M;150;undef
BDY38;NPN;TO3;40;6;30min;1M;115;undef
BDY39;NPN;TO3;60;15;25-100;1.1M;115;undef
BDY42;NPN;TO3;250;5;20min;12M;60;undef
BDY43;NPN;TO3;300;5;20min;12M;60;undef
BDY44;NPN;TO3;350;5;20min;12M;60;undef
BDY45;NPN;TO3;250;15;20min;13M;95;undef
BDY46;NPN;TO3;300;15;20min;13M;95;undef
BDY47;NPN;TO3;350;15;20min;13M;95;undef
BDY54;NPN;TO3;120;12;20-60;20M;60;undef
BDY55;NPN;TO3;60;15;20-70;10M;117;undef
BDY56;NPN;TO3;120;15;20-70;10M;117;undef
BDY57;NPN;TO3;80;25;20-60;7M;175;undef
BDY58;NPN;TO3;125;25;20-60;7M;175;undef
BDY58A;NPN;TO3;125;25;20-60;7M;175;undef
BDY60;NPN;TO3;60;5;40-300;100M;15;undef
BDY61;NPN;TO3;60;5;45min;100M;15;undef
BDY62;NPN;TO3;30;5;45min;100M;15;undef
BDY71;NPN;TO66;55;4;80-200;-;29;undef
BDY72;NPN;TO66;120;3;80-200;-;29;undef
BDY73;NPN;TO3;60;15;50-150;-;117;undef
BDY74;NPN;TO3;120;10;50-150;-;117;undef
BDY76;NPN;TO3;60;20;40-120;-;150;undef
BDY77;NPN;TO3;120;16;40-120;-;150;undef
BDY78;NPN;TO66;55;4;25-100;-;36;undef
BDY79;NPN;TO66;120;4;25-100;-;25;undef
BDY90;NPN;TO3;100;10;30-120;40M;70;undef
BDY90S;NPN;TO3;100;10;30-120;40M;70;undef
BDY91;NPN;TO3;80;10;30-120;40M;70;undef
BDY92;NPN;TO3;60;10;30-120;40M;70;undef
BDY93;NPN;TO3;350;3;15-60;8M;30;undef
BDY94;NPN;TO3;300;3;25-80;8M;30;undef
BDY95;NPN;TO3;250;3;25-80;8M;30;undef
BDY96;NPN;TO3;350;10;15-60;10M;40;undef
BDY97;NPN;TO3;300;10;25-80;10M;40;undef
BDY98;NPN;TO3;250;10;25-80;10M;40;undef
BF257;NPN;TO39;160;0.1;25min;90M;0.8;undef
BF258;NPN;TO39;250;0.1;25min;90M;0.8;undef
BF259;NPN;TO39;300;0.1;25min;90M;0.8;undef
BF337;NPN;TO39;200;0.1;20min;80M;3;undef
BF338;NPN;TO39;225;0.1;20min;80M;3;undef
BF355;NPN;TO39;225;0.1;20min;80M;0.8;undef
BFQ38S;PNP;TO39;250;1;25min;20M;0.6;undef
BFT29;NPN;TO18;80;1;50-250;100M;0.36;undef
BFT30;NPN;TO18;60;1;75-250;100M;0.36;undef
BFT31;NPN;TO18;50;1;100-300;100M;0.36;undef
BFT32A;NPN;TO39;60;5;50-300;100M;1;undef
BFT33A;NPN;TO39;80;5;50-250;100M;1;undef
BFT34A;NPN;TO39;100;5;50-200;100M;1;undef
BFT36A;PNP;TO39;80;5;50-250;100M;1;undef
BFT37A;PNP;TO39;100;5;50-200;100M;1;undef
BFT39;NPN;TO39;80;1;50-250;100M;0.8;undef
BFT40;NPN;TO39;60;1;75-250;100M;0.8;undef
BFT44;PNP;TO39;300;0.5;100typ;60M;5;undef
BFT48;NPN;TO39;250;0.1;25min;50M;5;undef
BFT49;NPN;TO39;300;0.1;25min;50M;5;undef
BFT53;NPN;TO18;35;1;10min;60M;0.36;undef
BFT54;NPN;TO18;30;1;30min;50M;0.36;undef
BFT57;NPN;TO18;160;0.2;25min;110M;0.36;undef
BFT58;NPN;TO18;200;0.2;25min;110M;0.36;undef
BFT59;NPN;TO18;300;0.2;25min;110M;0.36;undef
BFT60;PNP;TO39;35;1;50min;60M;0.8;undef
BFT61;PNP;TO39;30;1;40min;60M;0.8;undef
BFT62;PNP;TO39;20;1;40min;60M;0.8;undef
BFT69;PNP;TO18;80;1;50-250;100M;0.36;undef
BFT70;PNP;TO18;60;1;75-250;100M;0.36;undef
BFT71;PNP;TO18;50;1;100-300;100M;0.36;undef
BFT79;PNP;TO39;80;1;50-250;100M;0.8;undef
BFT80;PNP;TO39;60;1;75-250;100M;0.8;undef
BFT81;PNP;TO39;50;1;100-300;100M;0.8;undef
BFW16;NPN;TO39;25;0.15;25min;1.2G;1.5;undef
BFW43;PNP;TO18;150;50m;40min;60M;0.4;undef
BFW44;PNP;TO39;150;50m;40min;60M;0.7;undef
BFX11;PNP;TO77;45;0.5;90min;130M;0.5;undef
BFX17;NPN;TO39;40;1;35min;250M;0.8;undef
BFX29;PNP;TO39;60;0.6;50min;100M;0.6;undef
BFX30;PNP;TO39;65;0.6;50-200;-;0.6;undef
BFX34;NPN;TO39;60;5;40-150;70M;0.87;undef
BFX36;PNP;TO77;60;50m;100-300;40M;0.6;undef
BFX37;PNP;TO18;60;50m;100min;40M;0.36;undef
BFX37L;PNP;TO18L;60;50m;100min;40M;0.36;undef
BFX38;PNP;TO39;55;1;85min;100M;0.8;undef
BFX40;PNP;TO39;75;1;85min;100M;0.8;undef
BFX41;PNP;TO39;75;1;85min;100M;0.8;undef
BFX48;PNP;TO18;30;0.1;90min;400M;0.36;undef
BFX67;NPN;TO72;60;0.3;7kmin;-;0.5;undef
BFX79;N/P;TO77;60;0.6;60min;60M;0.6;undef
BFX80;N/P;TO77;60;0.2;160min;40M;0.4;undef
BFX81;N/P;TO77;20;0.2;25min;350M;0.5;undef
BFX84;NPN;TO39;60;1;20min;50M;0.8;undef
BFX85;NPN;TO39;60;1;50min;50M;0.8;undef
BFX86;NPN;TO39;35;1;50min;50M;0.8;undef
BFX87;PNP;TO39;50;0.6;40min;100M;0.6;undef
BFX88;PNP;TO39;40;0.6;40min;100M;0.6;undef
BFY50;NPN;TO39;35;1;30min;60M;0.8;undef
BFY50L;NPN;TO5;35;1;30min;60M;0.8;undef
BFY51;NPN;TO39;30;1;40min;60M;0.8;undef
BFY52;NPN;TO39;20;1;60min;60M;0.8;undef
BFY56;NPN;TO39;45;1;30-150;40M;0.8;undef
BFY64;PNP;TO39;40;0.5;80min;200M;0.7;undef
BFY75;NPN;TO18;45;-;65-300;250M;0.36;undef
BFY81;NPN;TO77;45;50m;150min;60M;0.5;undef
BFY82;NPN;TO77;45;0.1;50min;250M;0.5;undef
BFY83;NPN;TO77;100;0.1;50min;50M;0.6;undef
BFY84;NPN;TO77;12;0.2;20min;600M;0.38;undef
BFY90;NPN;TO72;15;25m;25-150;1G;0.2;undef
BLX40;PNP;TO39;80;2;30-120;20M;13;undef
BLX48R;PNP;TO39;100;5;30-250;20M;18;undef
BLY11;PNP;TO39;100;2;30-120;20M;13;undef
BLY48A;NPN;TO66;100;3;-;15M;40;undef
BLY49A;NPN;TO66;250;3;-;15M;40;undef
BLY50A;NPN;TO66;250;3;-;15M;40;undef
BSS44;PNP;TO39;60;5;40min;70M;5;undef
BSS71;NPN;TO18;200;0.5;40-250;50M;0.5;undef
BSS72;NPN;TO18;250;0.5;40-250;50M;0.5;undef
BSS73;NPN;TO18;300;0.5;40-250;50M;0.5;undef
BSS74;PNP;TO18;200;0.5;35-150;50M;0.5;undef
BSS74R;PNP;TO18;200;0.5;35-150;50M;0.5;undef
BSS75;PNP;TO18;250;0.5;35-150;50M;0.5;undef
BSS76;PNP;TO18;300;0.5;35-150;50M;0.5;undef
BSS77;NPN;TO18;200;0.5;40-250;50M;0.5;undef
BSS78;NPN;TO18;200;250;40-250;50M;0.5;undef
BSV15;PNP;TO39;40;1;40-250;30M;5;undef
BSV16;PNP;TO39;60;1;40-250;30M;5;undef
BSV17;PNP;TO39;80;1;-;50M;5;undef
BSV60;NPN;TO39;40;5;40-120;50M;6.2;undef
BSV64;NPN;TO39;60;5;40min;70M;5;undef
BSV91;NPN;TO18;15;-;40min;600M;0.36;undef
BSW66A;NPN;TO39;100;2;30min;130M;5;undef
BSW67;NPN;TO39;120;2;30min;130M;5;undef
BSW67A;NPN;TO39;120;2;30min;130M;5;undef
BSW68;NPN;TO39;150;2;30min;130M;5;undef
BSW68A;NPN;TO39;150;2;30min;130M;5;undef
BSX20;NPN;TO18;15;0.5;40-120;500M;0.36;undef
BSX21;NPN;TO18;80;50m;20min;36M;0.3;undef
BSX30;NPN;TO39;30;0.6;30-120;250M;0.8;undef
BSX32;NPN;TO39;40;1;60-150;300M;0.8;undef
BSX36;PNP;TO18;40;0.5;40min;100M;0.36;undef
BSX45;NPN;TO39;40;1;40-250;50M;0.8;undef
BSX46;NPN;TO39;60;1;100-250;50M;0.8;undef
BSX47;NPN;TO39;80;1;-;50M;5;undef
BSX59;NPN;TO39;45;1;25min;-;0.8;undef
BSX60;NPN;TO39;30;1;25min;-;0.8;undef
BSX61;NPN;TO39;45;1;25min;-;0.8;undef
BSX62;NPN;TO39;40;3;40-250;30M;5;undef
BSX63;NPN;TO39;60;3;63-160;30M;5;undef
BSX64;NPN;TO39;80;3;63-160;30M;5;undef
BSX95;NPN;TO39;30;0.5;40-120;100M;0.8;undef
BSX96;NPN;TO39;30;0.5;100-300;100M;0.8;undef
BSY95A;NPN;TO18;15;0.2;50-200;200M;0.3;undef
BU102;NPN;TO3;150;7;30min;-;50;undef
BU103A;NPN;TO66;120;-;50-200;100M;30;undef
BU104;NPN;TO3;120;7;Oct-50;-;85;undef
BU120;NPN;TO3;400;5;35-165;10M;50;undef
BU127;NPN;TO3;120;10;40min;60M;25;undef
BU128;NPN;TO3;200;10;40min;60M;62.5;undef
BU132;NPN;TO3;600;1;25-125;8M;15;undef
BU133;NPN;TO3;250;3;15-80;8M;30;undef
BU134;NPN;TO3;350;4;30-120;10M;85;undef
BU323;NPN;TO3;400;10;30min;-;125;undef
BU323A;NPN;TO3;475;10;30min;-;125;undef
BU326;NPN;TO3;375;6;3.5;20M;60;undef
BU500;NPN;TO3;1500;6;3min;-;75;undef
BU999;NPN;SOT93;140;25;25-100;-;106;undef
BUL46A;NPN;TO3;500;20;5min;-;200;undef
BUL46B;NPN;TO3;400;25;10min;20M;200;undef
BUL47A;NPN;TO3;300;40;25min;20M;200;undef
BUL47B;NPN;TO3;250;40;30min;20M;200;undef
BUL48A;NPN;TO3;500;15;10min;20M;200;undef
BUL48B;NPN;TO3;400;15;5min;20M;175;undef
BUL49A;NPN;TO3;300;20;10min;20M;150;undef
BUL49B;NPN;TO247;500;15;10min;20M;125;undef
BUL50A;NPN;TO247;400;15;5min;20M;125;undef
BUL50B;NPN;TO247;300;20;10min;20M;125;undef
BUL51A;NPN;TO247;250;30;20min;20M;125;undef
BUL51B;NPN;TO220;500;6;5min;20M;100;undef
BUL52A;NPN;TO220I;500;6;5min;20M;45;undef
BUL52AFI;NPN;TO220I;500;6;40-90;20M;100;undef
BUL52B;NPN;TO220;400;8;10;20M;100;undef
BUL52BFI;NPN;TO220I;400;8;9min;20M;45;undef
BUL52BL;-;-;-;-;-;-;-;undef
BUL53A;NPN;TO220;300;10;25min;20m;90;undef
BUL53B;NPN;TO220;250;12;5min;20M;90;undef
BUL54A;NPN;TO220;500;4;12in;20M;70;undef
BUL54B;NPN;TO220;400;5;15min;20M;70;undef
BUL54BFI;NPN;TO220;400;5;15min;20M;30;undef
BUL55A;NPN;TO220;300;7;20min;20M;55;undef
BUL55B;NPN;TO220;250;8;25min;20M;55;undef
BUL56A;NPN;TO220;160;16;25min;20M;85;undef
BUL56B;NPN;TO220;100;18;25min;20M;85;undef
BUL57A;NPN;TO220;70;22;10min;20M;80;undef
BUL58A;NPN;TO220;160;10;20min;20M;50;undef
BUL58B;NPN;TO220;100;12;20min;20M;50;undef
BUL59A;NPN;TO220;70;15;10min;20M;45;undef
BUL62A;NPN;TO251;500;6;12min;20M;25;undef
BUL62B;NPN;TO251;400;8;15min;20M;25;undef
BUL63B;NPN;TO251;300;12;25min;20M;25;undef
BUL64A;NPN;TO251;500;4;12min;20M;20;undef
BUL64B;NPN;TO251;400;5;15min;20M;20;undef
BUL65A;NPN;TO251;300;7;25min;20M;20;undef
BUL65B;NPN;TO251;250;8;25min;20M;20;undef
BUL66A;NPN;TO251;160;16;25min;20M;25;undef
BUL66B;NPN;TO251;120;8;25min;20M;25;undef
BUL68A;NPN;TO251;160;7;25min;20M;20;undef
BUL68B;NPN;TO251;100;12;25min;20M;20;undef
BUL70A;NPN;SOT223;500;4;9;20M;3;undef
BUL72A;NPN;SOT223;160;7;25min;20M;2;undef
BUL72B;NPN;SOT223;100;8;25min;20M;2;undef
BUL74A;NPN;TO220;500;11;5min;16;100;undef
BUL74B;NPN;TO220;400;15;10min;16;100;undef
BUL76A;NPN;TO220;160;60;15min;21M;85;undef
BUL76B;NPN;TO220;100;70;25-60;20M;85;undef
BUP43;NPN;SOT93;60;60;20min;-;150;undef
BUP44;NPN;SOT93;100;50;15min;-;150;undef
BUP45;NPN;SOT93;250;30;12min;-;150;undef
BUP46;NPN;TO3;60;60;20min;-;250;undef
BUP47;NPN;TO3;100;50;25min;-;250;undef
BUP48;NPN;TO3;60;100;10min;-;250;undef
BUP49;NPN;TO3;80;90;15min;-;300;undef
BUP50;NPN;TO3;100;100;10min;-;300;undef
BUP50A;NPN;TO3;120;100;10min;-;300;undef
BUP51;NPN;TO3;175;80;10min;-;300;undef
BUP52;NPN;TO3;200;70;8min;-;300;undef
BUP53;NPN;TO3;250;60;10min;-;300;undef
BUP54;NPN;TO3;275;50;8min;-;300;undef
BUP56;NPN;TO247;60;30;15;-;150;undef
BUP57;NPN;TO247;100;25;20;-;150;undef
BUP58;NPN;TO247;250;15;10;-;150;undef
BUP59;NPN;TO247;60;30;15;-;150;undef
BUR10;NPN;TO66;80;5;40-120;50M;37;undef
BUR11;NPN;TO63;200;20;15min;-;175;undef
BUR12;NPN;TO59;120;10;80-140;-;40;undef
BUR13;NPN;TO63;125;70;20-100;40M;250;undef
BUR20;NPN;TO3;125;50;10min;10M;250;undef
BUR21;NPN;TO3;200;40;10min;10M;250;undef
BUR22;NPN;TO3;250;40;10min;10M;250;undef
BUR23;NPN;TO3;325;30;-;-;250;undef
BUR24;NPN;TO3;400;30;-;-;250;undef
BUR50;NPN;TO3;125;70;15min;16;350;undef
BUR50S;NPN;TO3;125;70;15min;16;350;undef
BUR51;NPN;TO3;250;60;15min;16M;350;undef
BUR51S;NPN;TO3;250;60;15min;16M;350;undef
BUS11;NPN;TO3;400;5;15min;-;100;undef
BUS11A;NPN;TO3;450;5;15min;-;100;undef
BUS12;NPN;TO3;400;8;15min;-;125;undef
BUS12A;NPN;TO3;450;8;15min;-;125;undef
BUS13;NPN;TO3;400;8;15min;-;175;undef
BUS13A;NPN;TO3;400;8;15min;-;175;undef
BUS14;NPN;TO3;400;30;-;-;250;undef
BUS14A;NPN;TO3;450;30;-;-;250;undef
BUS50;NPN;TO3;125;70;20min;-;350;undef
BUS51;NPN;TO3;200;50;20min;-;350;undef
BUS52;NPN;TO3;250;40;20min;-;350;undef
BUT13;NPN;TO3;600;28;30min;-;175;undef
BUT13P;NPN;SOT93;600;28;30min;-;150;undef
BUT70;NPN;SOT93;125;40;-;-;200;undef
BUT70MC;NPN;TO3;-;-;-;-;-;undef
BUT72;NPN;SOT93;300;40;-;-;200;undef
BUT90;NPN;TO3;125;50;10min;-;250;undef
BUT91;NPN;TO3;200;50;20-120;8M;250;undef
BUT92;NPN;TO3;250;50;20-120;8M;250;undef
BUT92A;NPN;TO3;300;50;-;8M;250;undef
BUV10N;NPN;TO3;125;25;20-60;10M;175;undef
BUV11;NPN;TO3;200;20;20-60;45M;150;undef
BUV18;NPN;TO3;60;90;20min;8M;250;undef
BUV18X;NPN;TO3;60;90;20min;8M;250;undef
BUV19;NPN;TO3;80;50;20min;8M;250;undef
BUV20;NPN;TO3;125;50;20min;8M;250;undef
BUV21;NPN;TO3;200;40;20min;8M;250;undef
BUV21N;NPN;TO3;160;40;15-60;8M;250;undef
BUV22;NPN;TO3;250;40;20min;8M;250;undef
BUV23;NPN;TO3;325;30;15-60;8M;250;undef
BUV24;NPN;TO3;400;20;15-60;8M;250;undef
BUV25;NPN;TO3;500;15;15-60;8M;250;undef
BUV26;NPN;TO220;90;14;10min;-;65;undef
BUV27;NPN;TO220;120;12;10min;-;85;undef
BUV28;NPN;TO220;200;12;10min;-;85;undef
BUV39;NPN;TO3;90;25;-;-;120;undef
BUV40;NPN;TO3;125;20;10min;-;120;undef
BUV41;NPN;TO3;200;20;10min;-;120;undef
BUV42;NPN;TO3;250;12;-;-;120;undef
BUV42A;NPN;TO3;250;12;-;-;120;undef
BUV46;NPN;TO3;850;6;5min;-;85;undef
BUV47;NPN;SOT93;400;9;3.2min;-;120;undef
BUV47A;NPN;SOT93;400;9;3.2min;-;120;undef
BUV47AP;NPN;SOT93;450;9;3.2min;-;120;undef
BUV48;NPN;SOT93;400;15;5min;-;150;undef
BUV48A;NPN;SOT93;450;15;5min;-;150;undef
BUV50;NPN;TO3;125;25;10min;-;150;undef
BUV51;NPN;TO3;200;20;10min;-;150;undef
BUV52;NPN;TO3;250;20;-;-;150;undef
BUV52A;NPN;TO3;250;20;-;-;150;undef
BUV60;NPN;TO3;125;50;10min;-;250;undef
BUV61;NPN;TO3;200;50;10min;-;250;undef
BUV62;NPN;TO3;250;40;-;-;250;undef
BUV62A;NPN;TO3;300;40;-;-;250;undef
BUW22;PNP;TO3;350;6;12min;-;75;undef
BUW23;PNP;TO3;400;10;-;-;125;undef
BUW24;NPN;TO3;450;10;10-80;20M;100;undef
BUW25;NPN;TO3;600;10;15-40;20M;125;undef
BUW26;NPN;TO3;450;10;15-40;20M;125;undef
BUW34;NPN;TO3;500;10;8min;-;120;undef
CV12253L;NPN;TO5;60;0.6;50-200;-;0.6;undef
CV9507-O;PNP;TO39;65;0.6;50-200;100M;0.5;undef
CV9507L-0;PNP;TO5;65;0.6;50-200;100M;0.5;undef
CV9790-O;PNP;TO39;60;0.6;50-200;100M;0.5;undef
CV9790L-O;PNP;TO5;60;0.6;50-200;100M;0.5;undef
MJ14000;NPN;TO3;60;70;15;-;300;undef
MJ14001;PNP;TO3;60;70;100typ;-;300;undef
MJ14002;NPN;TO3;80;70;15;-;300;undef
MJ14003;PNP;TO3;80;70;100typ;-;300;undef
MJ15002;PNP;TO3;140;15;25-150;2M;200;undef
MJ15003;NPN;TO3;140;20;25-150;2M;250;undef
MJ15004;PNP;TO3;140;20;25-150;2M;250;undef
MJ15012;PNP;TO3;250;10;20-100;-;200;undef
MJ15025;PNP;TO3;250;16;15-60;4M;250;undef
MJ2501;PNP;TO3;80;10;1kmin;1M;150;undef
MJ2955;PNP;TO3;60;15;20-70;2.5M;115;undef
